0.999,nan,0.999,nan,0.999,0.941679,0.999,0.653776,0.999,0.999,0.967476,0.999,nan,0.402315,nan,0.999,0.994692,0.956584,0.999,0.999,0.999,0.0943221,0.491487,0.999,0.999,0.999,0.999,0.999,0.680572,0.0299868,0.71531,0.999,0.999,0.00643862,0.704559,0.999,0.999,0.965493,0.909763,0.999,0.566812,0.999,0.51845,0.687129,0.999,0.999,0.999,0.001,0.999,0.999,0.89989,0.992496
0.999,0.791784,0.999,nan,0.001,0.999,0.0150491,0.793305,0.956497,0.999,nan,0.78702,0.908652,0.528685,0.999,0.999,0.89671,0.001,0.999,0.0221473,nan,0.999,0.764307,0.389204,0.001,0.386162,0.001,0.966,0.644215,0.958915,0.842386,0.596466,nan,0.999,0.999,0.999,0.999,0.999,0.854608,0.999,0.001,nan,0.574542,0.999,0.365795,0.800151,0.999,0.637967,0.999,0.001,0.999,0.742314
nan,0.999,0.001,0.999,0.563356,0.001,0.999,0.853732,nan,0.646232,0.001,0.014563,nan,nan,0.941017,0.999,0.999,0.396136,0.999,0.001,0.295479,0.926377,0.512152,0.333899,0.999,0.90029,0.999,0.999,0.309665,0.95471,0.288286,0.999,0.999,0.863772,0.001,0.001,0.954321,0.001,0.856458,0.999,0.999,nan,0.001,0.109205,0.796134,0.550577,0.642612,nan,0.999,0.995236,0.999,0.809559
0.946077,0.999,0.001,0.531555,0.384565,0.790805,0.951976,0.999,0.353009,0.999,0.146227,0.999,0.999,0.999,0.439895,0.978098,0.001,nan,0.998219,0.00263475,0.001,0.573205,nan,0.602979,0.999,0.999,0.418991,0.999,nan,0.001,0.999,0.144761,0.451829,0.999,nan,0.001,0.999,0.999,0.999,0.999,0.999,nan,0.999,0.999,0.999,0.999,0.999,0.001,0.935804,0.999,0.999,0.999
0.904108,0.861054,0.999,0.827459,0.965049,0.999,0.999,0.819833,0.396601,0.620385,0.130516,0.999,0.999,0.988919,0.999,0.903169,0.858824,0.999,0.977172,0.756799,0.183672,0.999,0.999,0.901844,0.999,0.999,0.001,0.001,nan,0.999,0.436458,0.484823,0.69614,0.946525,nan,0.238953,0.999,0.925217,0.999,0.999,0.999,nan,nan,0.999,0.930008,0.999,0.999,0.999,0.999,nan,0.145802,0.987496
0.999,0.999,0.964543,0.155938,0.999,0.959927,0.929462,0.0441769,0.999,nan,0.959012,0.93942,0.999,0.999,0.999,0.998741,0.999,0.90546,0.635582,0.701994,0.769663,0.999,0.999,0.999,0.999,0.999,0.999,nan,0.999,0.999,0.741205,nan,0.999,0.627324,0.999,0.7301,0.766115,0.999,0.001,0.999,0.430802,0.999,0.994412,0.933046,0.611067,0.001,0.987495,0.999,nan,0.001,0.999,0.999
0.999,0.386771,0.575195,0.0609065,0.999,0.724465,0.376205,0.001,0.747739,0.999,0.001,0.736047,0.001,0.999,0.777603,0.597491,nan,0.492344,nan,0.946253,0.999,0.999,0.999,0.47712,0.999,0.999,nan,0.999,0.999,0.227646,0.832967,0.912124,0.712507,0.47753,0.439532,0.170201,0.999,0.999,0.001,0.999,0.413617,0.182201,0.970455,0.0863518,0.39716,0.001,nan,nan,0.001,0.999,0.997586,0.708687
0.972222,nan,0.999,0.001,0.630948,0.999,0.999,0.879817,nan,0.999,0.999,0.639745,0.978526,0.59955,0.999,0.999,0.998818,0.999,0.999,0.001,0.517123,0.932043,0.999,nan,0.998736,0.703615,0.999,0.37462,nan,0.999,0.863697,nan,0.877027,0.001,0.615073,0.999,0.999,nan,0.235287,0.354101,0.695034,0.001,0.999,0.637527,0.749624,0.999,nan,0.999,0.999,0.795825,0.999,0.609052
nan,0.001,0.999,0.951327,0.809385,0.547319,0.999,0.726238,0.001,0.852988,0.280875,0.999,0.931763,0.999,0.715939,0.52345,0.999,0.877042,0.999,0.818844,nan,0.945996,0.231471,0.999,0.4686,0.999,0.001,0.001,nan,0.001,0.999,0.999,nan,nan,nan,nan,0.972459,nan,nan,0.999,0.001,0.324869,0.999,0.999,0.999,0.999,0.791252,0.999,0.240287,0.945172,0.0473063,0.917522
0.989797,0.805798,0.152916,0.999,0.999,0.001,nan,0.001,0.001,0.999,0.001,0.83802,0.001,nan,0.834937,0.001,nan,nan,0.439314,0.001,0.624356,nan,0.001,0.883049,0.999,0.001,0.999,0.001,0.917701,0.999,nan,0.001,0.999,0.687093,0.54497,0.999,0.782166,0.001,0.999,nan,0.999,0.999,0.999,0.32639,0.999,0.98493,0.99222,0.427702,0.536269,0.99895,0.790787,0.618972
nan,nan,0.998651,0.001,0.392747,0.935954,0.954723,nan,0.999,0.999,0.175266,nan,0.585317,0.991327,nan,0.958302,nan,0.001,nan,0.001,0.660038,0.999,0.99722,0.001,0.999,0.86731,nan,0.893338,0.741123,0.639482,0.999,0.999,0.999,0.896258,0.999,0.999,0.961063,nan,0.999,0.999,0.836355,0.766133,0.953235,0.999,0.867893,0.999,0.898571,0.999,0.972427,0.703516,0.995162,0.902706
0.999,0.977937,0.999,0.968228,0.938798,0.001,0.999,0.402718,0.842663,0.999,0.001,0.999,0.251067,nan,0.888732,0.001,0.001,0.0605087,0.999,0.999,0.667792,0.880795,0.001,0.001,0.724121,0.999,nan,0.999,0.628646,0.677083,0.999,0.999,0.0640532,0.840769,0.999,0.999,0.34565,0.999,0.83894,0.999,0.0964919,nan,nan,0.977663,0.999,0.001,nan,0.00976758,0.47699,0.55217,0.999,0.0478868
0.999,0.999,0.0153887,0.998828,0.999,0.434,0.990011,0.185326,0.999,0.999,0.999,0.279386,0.999,nan,0.98204,0.757435,0.457623,0.999,0.973046,0.999,0.999,0.0910816,0.999,0.899876,0.001,0.999,nan,0.999,0.999,0.999,0.001,0.999,0.969335,nan,0.999,0.001,0.999,0.999,nan,0.999,0.591663,nan,0.999,nan,0.999,0.999,0.001,0.001,0.971514,0.999,0.999,nan
0.999,0.999,0.001,0.00205706,0.388388,0.999,0.910672,0.831351,0.999,nan,0.962419,0.466278,0.999,nan,0.001,0.999,nan,0.999,nan,0.999,0.999,0.001,0.912081,0.855612,0.001,nan,0.999,0.999,nan,0.999,0.460599,0.00326072,0.971363,nan,0.808514,0.617725,0.533855,0.999,0.129587,0.999,0.611834,0.999,0.999,0.183161,nan,0.999,0.999,0.999,0.999,0.999,nan,0.454015
0.044958,0.001,0.001,0.999,0.689097,0.999,0.0136356,0.999,0.001,0.999,0.901621,0.880377,0.999,0.999,0.697371,0.994216,0.001,0.001,0.973172,0.570887,0.336717,0.999,0.735972,0.00650148,0.999,0.999,0.999,0.001,0.999,0.001,0.798897,0.707185,0.0361238,0.001,0.999,0.92415,0.183758,0.798095,0.448798,0.0763318,0.999,0.756206,nan,0.001,0.662892,nan,0.513664,0.999,0.999,0.001,0.999,0.794746
0.999,0.999,0.26693,0.240866,0.999,0.999,nan,0.286865,0.884972,0.999,0.589127,0.987522,0.999,0.999,0.999,0.941651,0.47251,nan,0.999,0.999,0.99884,0.985107,0.999,0.285466,0.391718,0.984218,0.999,0.999,0.656006,0.480816,0.999,0.999,0.792653,0.608332,0.715742,0.999,0.817774,0.999,0.999,0.999,0.70018,0.999,0.999,0.999,0.392578,0.001,0.999,0.999,0.84421,0.999,0.866839,0.999
0.218665,0.670125,0.554589,0.999,0.952799,0.999,0.510329,0.406226,0.196455,0.996936,0.945596,0.999,nan,0.108381,0.401488,0.999,0.95261,0.999,0.779918,0.994425,0.999,0.999,0.589398,0.999,0.978889,0.904405,nan,0.999,0.852944,0.635248,0.999,0.196552,nan,0.999,0.510768,0.636582,0.255294,nan,nan,0.999,0.374878,0.999,0.999,0.809058,0.688486,0.185027,0.999,nan,nan,0.0749749,0.998977,nan
0.789682,0.999,0.999,0.773675,0.480303,0.999,nan,nan,0.722273,0.999,0.279393,0.999,0.0189364,0.999,0.999,0.001,0.001,0.679015,0.501447,0.999,0.439955,0.001,0.001,0.0541074,0.983812,0.001,0.001,nan,0.999,0.469351,0.543583,0.999,0.001,0.206705,0.985576,0.38566,0.8636,0.001,0.734233,0.929425,0.999,0.999,0.653996,nan,0.663782,0.999,0.998651,0.634461,0.577198,0.999,nan,0.001
0.507617,nan,0.999,0.999,0.001,0.999,0.001,0.940478,0.727848,0.777433,0.687931,0.999,nan,0.998422,0.880044,0.117849,0.999,0.999,0.999,0.999,0.863919,0.999,0.001,0.95576,0.254786,0.999,0.999,0.999,0.721437,0.999,0.999,0.999,0.999,0.999,0.001,0.95278,0.808827,0.666102,0.999,0.675561,0.001,0.999,0.999,0.999,0.999,0.001,0.001,0.999,0.999,0.999,0.999,0.999
0.999,0.999,0.001,0.930132,0.999,0.999,0.999,0.996592,0.504592,0.001,0.999,0.498,0.75465,0.999,0.001,0.999,nan,0.185047,0.999,0.999,0.985567,0.999,0.848763,0.889525,0.590074,0.860414,0.999,0.999,nan,0.716664,0.999,0.999,0.376977,0.999,0.997255,nan,0.104672,0.999,0.001,0.999,nan,0.999,0.994863,0.970247,0.999,0.001,nan,0.999,0.999,0.880612,0.999,0.496498
0.999,0.999,0.77367,0.404496,0.999,0.999,0.001,0.999,0.999,0.999,0.999,0.999,0.999,0.680163,0.001,0.001,nan,0.114908,0.999,0.803933,0.916402,0.446624,0.999,0.001,0.91831,0.812378,0.999,0.248219,0.001,0.860149,0.998917,0.339803,0.999,0.992371,0.998545,0.995764,0.999,0.767586,0.999,0.919274,0.001,0.998821,0.001,0.751368,0.999,0.001,0.999,0.999,0.999,0.999,0.614409,0.001
0.328051,0.903262,0.785516,0.731191,0.999,0.995399,0.999,nan,0.999,0.999,nan,0.00787138,0.0649385,0.996777,0.72783,0.830584,0.00126891,0.001,0.973559,0.988225,0.001,0.999,0.679124,0.00670786,0.570446,0.879769,0.999,0.999,0.824057,0.999,0.999,0.999,0.282045,0.999,0.99548,nan,0.999,nan,0.999,0.999,0.001,0.661201,0.999,nan,0.001,nan,0.001,0.999,0.327336,0.999,nan,0.716038
0.762661,0.999,0.728226,0.999,0.999,0.999,0.999,0.328672,0.999,0.001,nan,0.999,0.999,0.933985,0.998733,0.001,0.717648,0.697029,0.999,0.999,0.079442,0.892895,0.575499,nan,0.001,0.999,0.999,0.044492,0.983326,0.999,0.99788,0.999,0.999,0.001,0.937108,nan,0.688061,0.00819171,0.994645,0.316786,0.999,0.832165,0.529309,0.999,0.955096,0.999,0.820216,0.001,0.793492,0.984702,0.187773,0.387503
0.972294,0.963646,nan,0.999,0.441163,0.782584,0.999,0.00441746,0.935575,nan,0.999,0.999,nan,0.932075,0.999,0.527209,0.999,0.001,0.001,0.999,0.830025,0.999,0.999,0.0421616,0.977607,0.001,0.491524,0.838284,0.310703,0.001,0.999,0.999,0.704824,0.999,0.999,0.0435289,nan,nan,0.999,0.001,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.921885,0.999,0.001,0.643257
0.999,0.956031,0.999,0.47673,0.999,0.001,0.736846,0.999,0.999,nan,0.001,0.332558,0.5247,0.999,0.518508,0.999,0.001,0.999,0.972948,0.999,0.960594,0.999,0.971953,0.599162,0.001,0.999,0.999,0.999,0.487328,0.999,0.999,0.999,0.92721,0.999,0.999,0.937361,0.603861,0.999,0.999,0.999,0.001,0.999,0.999,0.944799,0.870275,nan,0.980323,0.999,0.999,0.999,0.999,nan
0.706923,0.274335,0.999,0.001,0.548314,0.001,0.0341478,0.001,0.998205,0.0248595,nan,0.999,0.539101,0.001,0.999,0.976437,nan,0.999,0.426634,0.999,0.036077,0.999,nan,0.774361,0.999,0.999,nan,0.999,0.498605,nan,0.722454,0.999,0.609156,0.806093,0.001,0.68064,0.116845,0.619633,0.30962,0.737664,0.997016,0.999,0.999,0.999,0.001,0.855303,0.956542,0.999,0.999,nan,nan,0.999
0.68024,0.980874,nan,0.0601944,nan,0.999,0.524536,0.746873,0.999,0.475048,0.377966,0.999,0.985925,0.999,0.88046,0.999,0.557681,0.664738,0.775553,0.997514,0.216594,0.0132981,0.999,0.496915,0.999,0.999,0.781962,0.999,0.155905,nan,0.638418,0.999,0.001,0.999,0.001,0.999,0.780633,0.999,0.336873,0.999,0.246449,nan,0.683003,0.999,0.999,0.001,0.999,0.490743,0.607409,0.775528,0.581778,0.999
0.625185,0.999,0.0446198,0.794088,0.717227,0.001,0.999,0.999,nan,0.630843,0.124968,0.797775,0.00470486,0.802039,0.139629,0.131694,0.995173,0.848963,0.352536,nan,0.571329,0.0011857,0.999,0.238544,0.999,0.0704538,0.99867,0.246518,0.933861,0.694196,0.001,0.001,0.999,0.935152,0.999,0.999,0.438039,0.999,0.999,0.545461,0.750195,0.999,0.999,0.981795,nan,0.001,0.478946,0.001,0.005226,0.999,0.001,0.999
0.983246,0.001,0.001,0.937375,0.999,0.001,0.758176,0.999,0.999,0.768976,0.999,0.487205,0.001,0.001,nan,0.446353,nan,0.999,0.972466,nan,0.999,0.999,0.999,0.979532,0.999,0.999,0.999,0.993975,0.969976,0.650366,0.018442,0.191873,0.999,0.953135,nan,0.999,0.999,nan,0.978444,0.915521,0.999,0.999,0.001,0.999,0.999,0.999,0.999,nan,0.999,0.628183,0.265055,0.999
0.999,0.001,0.999,0.99022,nan,0.001,0.001,0.949613,0.001,0.997134,0.671402,0.999,0.725324,0.778402,0.125271,0.999,0.999,nan,0.999,0.999,0.906592,0.940266,0.001,0.986105,0.999,0.132554,0.999,0.999,0.999,0.533371,0.001,0.999,0.922984,0.999,0.999,nan,0.958856,0.999,0.606796,0.999,0.001,0.999,0.928837,0.999,0.575673,0.999,0.999,0.143399,0.001,nan,0.999,0.785954
0.999,0.995634,0.8044,0.00268591,0.001,0.001,0.616591,0.991191,0.0155425,0.001,0.859736,0.001,0.999,0.0182247,0.999,0.851154,0.999,0.999,0.001,0.345706,0.643669,0.001,0.999,0.999,0.925272,0.999,0.985481,0.999,0.999,0.001,0.965082,0.99481,nan,0.663102,0.575631,0.999,nan,nan,0.001,0.722784,0.999,0.001,nan,nan,0.988429,0.999,0.432911,nan,0.248327,0.995184,0.999,0.999
0.9172,0.999,nan,0.195932,0.989177,0.968488,nan,0.263139,0.204857,0.999,0.999,0.999,0.001,0.999,0.999,0.999,0.839602,0.999,0.999,0.374474,0.999,0.999,0.999,0.999,0.999,0.999,0.468098,0.641341,0.999,0.347534,nan,0.001,0.001,nan,0.999,0.783504,0.001,0.971166,0.962739,0.737709,0.001,0.999,0.997194,0.001,0.999,0.941427,0.891023,0.601934,0.999,0.824195,0.419621,0.994681
0.986886,0.999,0.466402,0.999,0.999,0.999,0.775549,0.999,0.959397,0.001,0.999,0.999,0.001,0.999,0.999,0.997242,0.133686,0.999,0.988423,0.802582,0.561265,0.901346,0.999,0.0485973,0.001,0.999,0.461618,0.999,0.999,0.979948,0.984543,0.00267256,0.710608,nan,0.988401,0.493262,0.714593,0.0257742,0.744899,0.585655,0.957529,nan,0.999,0.974325,0.999,0.859464,0.001,nan,0.001,0.00561081,0.999,0.001
nan,0.733017,0.581948,0.999,0.971266,0.999,0.975142,0.999,0.999,0.999,0.999,0.721527,0.999,0.547313,0.98641,0.16543,0.001,0.999,0.999,0.695148,0.999,0.001,0.776682,0.999,0.001,0.466595,0.891181,0.997361,0.501251,0.933915,0.999,0.999,0.999,0.999,0.12951,0.709413,nan,0.999,0.891751,0.999,0.957513,0.999,0.597034,0.001,0.999,0.001,nan,0.999,0.998089,0.001,0.999,nan
0.257543,0.999,0.001,0.999,0.991787,0.0445662,0.999,0.999,0.999,0.999,nan,0.001,0.982955,nan,0.61111,0.900546,0.00117951,0.999,0.76923,0.963203,0.999,0.806548,0.999,0.001,0.999,0.0526136,0.999,nan,0.0461411,0.613414,0.001,nan,0.999,0.414392,0.299178,0.622568,0.999,nan,0.999,0.999,0.898568,0.999,0.999,0.999,0.448001,0.001,0.0143376,0.99193,0.997844,0.760723,0.001,0.999
0.479868,0.808108,0.999,0.999,0.357312,0.901391,0.001,0.947197,0.505248,0.0306083,0.531353,0.932718,0.999,0.00221204,0.709115,nan,0.999,0.999,0.590303,0.864859,0.999,0.999,0.805599,0.797039,0.999,0.33102,0.998143,0.001,nan,0.999,0.999,0.001,nan,0.999,0.999,0.001,0.0429082,0.001,0.58074,nan,0.829092,0.999,0.999,0.999,0.001,0.001,0.001,0.999,0.231247,0.346625,0.618237,0.999
nan,0.702191,0.999,nan,0.999,0.999,0.524375,0.999,0.999,0.999,0.999,0.999,0.999,0.373339,0.69253,0.564252,0.539147,0.657892,nan,0.999,0.168045,0.353763,0.001,0.999,0.999,0.999,0.999,0.390046,0.589848,0.994886,0.229916,0.999,0.519906,0.58272,0.782829,0.963533,0.338,0.710023,0.657463,0.814062,0.999,0.999,0.781784,0.7486,0.999,0.975083,0.716351,0.999,0.976348,0.979686,0.001,0.879954
0.061038,0.001,0.999,0.919198,0.999,0.0758722,nan,0.165161,0.999,0.999,0.671566,0.999,0.985914,0.999,0.001,0.224213,0.999,0.354702,0.999,0.001,0.876417,0.999,0.890792,nan,0.86772,0.179443,0.673771,0.999,0.642627,0.999,0.00832183,0.999,0.470795,0.999,0.915581,0.899893,0.0234565,0.948092,0.999,nan,0.999,0.673786,0.994569,0.999,0.840049,0.00152154,0.001,nan,0.001,0.001,0.829164,nan
0.999,0.544989,0.999,0.672154,0.302585,0.999,nan,0.999,0.930464,0.786275,0.999,0.999,0.327622,0.999,0.99796,0.762545,0.996817,0.111254,0.539065,0.999,0.618711,0.999,0.001,0.999,0.001,0.999,0.948342,nan,0.548405,0.51504,0.332919,nan,0.001,0.999,0.999,0.999,0.722938,0.999,0.999,0.999,0.999,nan,0.999,nan,0.801618,0.001,0.67668,0.001,0.001,0.00440676,0.999,0.404288
nan,0.821208,0.999,nan,0.362034,0.917423,0.999,0.999,0.722404,0.991459,0.999,0.999,0.999,0.001,0.001,0.001,0.999,0.001,0.999,0.998038,nan,0.999,0.341406,0.996014,0.74861,nan,0.998165,0.999,0.811142,0.999,0.999,0.999,0.999,nan,0.999,0.50583,0.999,0.999,0.316033,0.999,0.99578,0.999,0.001,nan,0.194079,0.662548,0.999,0.718573,nan,0.902143,0.999,0.999
0.999,nan,0.999,0.999,0.001,0.999,0.001,0.999,0.907067,0.77471,0.00528786,0.999,0.564324,0.673254,0.001,0.999,0.999,0.999,0.533717,0.001,0.999,0.935434,0.229932,0.999,0.999,0.435036,0.327663,0.542848,0.999,nan,0.37559,0.929481,0.999,0.714177,0.9786,0.001,0.999,0.999,0.999,nan,0.999,0.001,0.999,0.999,0.999,0.001,0.999,0.999,0.001,0.906668,0.999,nan
0.999,0.602388,nan,0.959837,0.999,0.83329,nan,0.999,0.999,0.999,0.391403,0.999,0.00547107,0.878232,0.999,0.426943,0.489553,0.385515,0.999,nan,0.512681,0.561743,0.123804,0.752004,0.999,0.999,0.980811,0.999,0.001,0.998744,0.90004,0.176514,0.001,0.069714,0.999,0.773001,0.999,0.999,0.999,0.395082,0.001,0.986447,0.906347,0.670145,0.999,0.257906,0.363427,0.226437,0.999,nan,0.693945,0.999
0.782337,0.999,0.001,0.996711,0.999,0.304427,0.359654,0.917695,0.424552,0.001,0.999,0.856298,0.124866,0.576467,0.534041,0.001,0.611544,0.999,0.001,0.999,0.97499,0.999,0.999,0.965397,0.715198,0.715086,0.001,0.001,0.001,0.999,0.804634,0.999,0.33086,0.646996,0.510789,0.999,0.999,0.270929,0.00460505,0.001,0.578569,0.999,0.001,0.776249,0.001,0.540269,0.999,nan,0.104473,0.999,0.999,0.001
0.999,0.999,0.976338,0.001,0.998878,0.999,0.999,0.999,0.544404,0.999,nan,nan,0.999,0.832753,0.999,0.242021,0.999,0.574179,0.999,0.001,0.635767,0.262765,0.834927,nan,nan,0.775387,nan,0.872737,0.163628,0.965109,0.999,0.0819833,nan,0.001,0.999,0.717856,0.0967056,0.999,0.932227,nan,0.872357,0.927699,0.999,0.993644,0.564915,0.999,0.001,0.978093,0.001,0.397803,0.001,0.999
0.999,0.999,0.999,0.80971,0.998246,nan,0.3308,0.293397,0.0138086,nan,nan,0.999,0.999,0.834146,nan,nan,0.999,0.49496,0.001,0.999,0.651628,0.999,0.999,0.266356,0.999,0.001,0.999,0.001,0.001,0.11274,0.850655,0.197781,0.299408,nan,0.988062,0.999,0.999,0.001,0.001,0.999,0.999,0.999,0.999,0.0503707,0.803185,0.999,0.999,0.001,0.999,0.971933,0.885134,0.814338
0.999,nan,0.999,0.001,0.770917,0.001,0.999,0.520526,0.831721,0.586746,0.0589822,0.963233,0.79497,0.536036,0.999,0.999,0.72753,0.804643,0.998523,0.34786,0.996539,0.999,nan,0.781123,0.809975,0.999,0.999,nan,0.229391,0.999,0.999,0.284043,0.582205,0.999,0.999,nan,0.999,0.999,0.999,nan,0.200428,0.999,0.981257,0.921716,0.999,nan,0.999,0.794813,nan,nan,0.999,0.990576
nan,0.999,0.999,0.999,0.837828,0.999,0.999,0.999,0.984236,0.999,0.353775,0.8767,0.991227,0.699633,0.999,0.71158,0.981867,0.0312401,0.0474838,0.814888,nan,0.00529591,0.999,0.82887,0.829004,0.430756,nan,0.999,0.941952,nan,0.443392,0.001,nan,0.999,0.999,0.871892,0.999,0.999,0.458835,0.999,0.981346,nan,nan,0.101582,0.999,0.001,nan,0.825904,0.307665,nan,0.529917,0.804416
0.594948,0.512546,0.957876,nan,0.001,0.999,0.479323,0.899338,0.999,0.0381383,0.001,0.999,0.999,0.999,0.999,0.999,0.743026,0.950598,0.001,0.001,0.999,0.788365,0.999,0.999,0.661751,0.999,nan,0.001,0.972953,0.979901,0.999,nan,0.001,0.503157,0.999,0.001,0.0404096,0.944015,0.999,0.820988,0.0246947,0.999,0.001,0.747407,0.627563,0.869029,0.001,0.347319,0.001,0.402294,nan,0.0156349
0.999,0.863658,0.76039,0.999,0.999,0.819394,0.123432,0.999,0.865738,0.999,0.758692,0.2858,0.0608436,0.999,0.0459881,0.001,0.00461129,0.999,0.405412,0.997625,0.999,0.999,0.353764,0.001,0.847345,0.610685,0.001,0.807007,0.897439,0.999,0.999,0.762869,0.999,0.987103,0.999,0.001,0.291494,0.001,0.807149,0.001,0.502982,0.71512,0.464302,0.999,0.73086,0.867476,nan,0.999,0.999,0.999,0.775202,0.999
0.74677,0.408583,0.779729,0.88551,0.999,0.596603,0.999,0.400352,0.999,0.00121754,0.999,0.945976,0.001,0.539103,0.999,0.721794,0.998907,0.999,0.612891,0.50051,0.999,0.001,nan,0.999,0.999,nan,0.999,0.42438,0.687441,0.999,0.843495,nan,0.420145,0.999,0.001,0.828986,0.999,0.0148926,0.999,0.992814,0.833195,0.998456,0.999,nan,0.88314,0.001,0.999,0.001,0.234761,0.676932,0.001,0.275799
0.379757,0.73927,0.999,0.999,0.999,0.796592,0.001,0.860071,0.999,0.645113,0.460703,nan,0.001,0.115665,0.999,0.653107,0.999,nan,0.999,0.001,0.981066,0.997239,0.999,0.992575,0.999,nan,0.999,0.999,0.999,0.980193,0.68507,0.693033,0.857591,0.59289,0.999,0.001,0.999,0.999,0.998703,0.955521,0.0902975,nan,0.795321,0.999,0.0772965,0.999,0.554167,0.241818,0.999,0.99249,0.999,0.999
